Cela	Pd	CELA
aimé	Ge	AIMER
d’Angélique	Ag	d’Angélique
,	Fw	,
vous	Pp	VOUS
l’aimez	Vvc	l’aimez
tendrement	Rg	TENDREMENT
?	Fs	?
Hélas	Vvc	Hélas
!	Fs	!
Monsieur	Nc	MONSIEUR
,	Fw	,
je	Pp	JE
mourrai	Vvc	MOURIR
de	S	DE
douleur	Nc	DOULEUR
peut-être	Rg	PEUT-ÊTRE
,	Fw	,
de	S	DE
ne	Rp	NE
pouvoir	Vvn	POUVOIR
la	Da	LE
rendre	Vvn	RENDRE
heureuse	Ag	HEUREUX
.	Fs	.
Il	Pp	IL
,	Fw	,
faut	Vvc	FAILLIR|FALLOIR
trouver	Vvn	TROUVER
des	Dn	UN
moyens	Nc	MOYEN|MOYENS
pour	S	POUR
cela	Pd	CELA
.	Fs	.
Voici	I	VOICI
Madame	Nc	MADAME
la	Pp	IL
Greffière	Vvc	Greffière
,	Fw	,
entretenez	Vvc	ENTRETENIR
-la	Vvc	-la
dans	S	DANS
les	Da	LE
sentiments	Nc	SENTIMENT
où	Pr	OÙ
elle	Pp	IL
est	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
venez	Vvc	VENIR
me	Pp	JE
joindre	Vvn	JOINDRE
chez	S	CHEZ
le	Da	LE
Tabellion	Nc	TABELLION
,	Fw	,
où	Pr	OÙ
je	Pp	JE
vais	Vvc	ALLER
vous	Pp	VOUS
attendre	Vvn	ATTENDRE
avec	S	AVEC
Angélique	Nc	Angélique
.	Fs	.
Je	Pp	JE
m’y	Vvc	m’y
rendrai	Vvc	RENDRE
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
le	Da	LE
plutôt	Rg	PLUTÔT
qu’il	Nc	qu’il
me	Pp	JE
sera	Vuc	ÊTRE
possible	Ag	POSSIBLE
.	Fs	.
Il	Pp	IL
aura	Vuc	AVOIR
d’abord	Nc	d’abord
été	Ge	ÊTRE
chez	S	CHEZ
vous	Pp	VOUS
en	S	EN
arrivant	Ga	ARRIVER
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
sera	Vuc	ÊTRE
bien	Rg	BIEN
fâché	Ge	FÂCHER
de	S	DE
ne	Rp	NE
vous	Pp	VOUS
avoir	Vun	AVOIR
pas	Rg	PAS
rencontrée	Ge	RENCONTRER
.	Fs	.
Mais	Cc	MAIS
quel	Dt	QUEL
chemin	Nc	CHEMIN
aura-t-il	Ga	aura-t-il
pris	Ge	PRENDRE
?	Fs	?
Je	Pp	JE
l’attendait	Vvc	l’attendait
du	S+Da	DE+LE
côté	Nc	CÔTÉ
de	S	DE
la	Da	LE
petite	Ag	PETIT
ruelle	Nc	RUELLE
:	Fw	:
outre	Rg	OUTRE
que	Cs	QUE
c’est	Nc	c’est
le	Da	LE
plus	Rg	PLUS
court	Ag	COURT
et	Cc	ET
le	Da	LE
plus	Rg	PLUS
commode	Ag	COMMODE
,	Fw	,
la	Da	LE
sympathie	Nc	SYMPATHIE
l’y	Ag	l’y
devait	Vvc	DEVOIR
attirer	Vvn	ATTIRER
,	Fw	,
mon	Ds	MON
pauvre	Ag	PAUVRE
Lolive	Nc	Lolive
.	Fs	.
La	Da	LE
sympathie	Nc	SYMPATHIE
se	Pp	IL
sera	Vuc	ÊTRE
trouvée	Ge	TROUVER
en	S	EN
défaut	Nc	DÉFAUT
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Hé	Vvc	Hé
!	Fs	!
Le	Da	LE
voilà	I	VOILÀ
.	Fs	.
Madame	Nc	MADAME
.	Fs	.
C’est	Nc	C’est
donc	Rg	DONC
vous	Pp	VOUS
que	Pr	QUE
je	Pp	JE
vois	Vvc	ALLER|VOIR
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Comtin	Nc	Comtin
?	Fs	?
Vous	Pp	VOUS
me	Pp	JE
cherchiez	Vvc	CHERCHER
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
cherchais	Vvc	CHERCHER
,	Fw	,
nous	Pp	NOUS
nous	Pp	NOUS
cherchions	Vvc	CHERCHER
tous	Di	TOUT
deux	Nc	DEUX
;	Fw	;
l’amour	Nc	l’amour
nous	Pp	NOUS
conduit	Vvc	CONDUIRE
l’un	Vvc	l’un
vers	S	VERS
l’autre	Nc	l’autre
,	Fw	,
l’hymen	Nc	l’hymen
va	Vvc	ALLER
nous	Pp	NOUS
unir	Vvn	UNIR
:	Fw	:
quelle	Dt	QUEL
félicité	Nc	FÉLICITÉ
!	Fs	!
La	Pp	IL
sentez	Vvc	SENTIR
-vous	Nc	-vous
bien	Rg	BIEN
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
petit	Ag	PETIT
Comte	Nc	COMTE|COMTÉ
,	Fw	,
et	Cc	ET
m’aimerez	Vvc	m’aimerez
-vous	Nc	-vous
toujours	Rg	TOUJOURS
autant	Rg	AUTANT
que	Cs	QUE
vous	Pp	VOUS
m’avez	Vvc	m’avez
fait	Ge	FAIRE
l’honneur	Nc	l’honneur
de	S	DE
me	Pp	JE
l’écrire	Vvn	l’écrire
?	Fs	?
Vous	Pp	VOUS
ne	Rp	NE
pouvez	Vvc	POUVOIR
sans	S	SANS
me	Pp	JE
faire	Vvn	FAIRE
tort	Nc	TORT
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
douter	Vvn	DOUTER
de	S	DE
la	Da	LE
continuation	Nc	CONTINUATION
de	S	DE
mes	Ds	MON
sentiments	Nc	SENTIMENT
;	Fw	;
ils	Pp	ILS
dureront	Vvc	DURER
autant	Rg	AUTANT
que	Cs	QUE
vos	Ds	VOTRE
charmes	Nc	CHARME
.	Fs	.
Autant	Rg	AUTANT
que	Cs	QUE
mes	Ds	MON
charmes	Nc	CHARME
?	Fs	?
Ah	I	AH
!	Fs	!
Comtin	Nc	Comtin
,	Fw	,
qu’ils	Nc	qu’ils
soient	Vuc	ÊTRE
éternels	Ag	ÉTERNEL
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
prie	Vvc	PRIER
.	Fs	.
Ils	Pp	ILS
le	Pp	IL
seront	Vuc	ÊTRE
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
promets	Vvc	PROMETTRE
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Oui	Rg	OUI
,	Fw	,
chaque	Di	CHAQUE
fois	Nc	FOI|FOIS
que	Pr	QUE
vous	Pp	VOUS
renouvellerez	Vvc	RENOUVELER
d’attraits	Ag	d’attraits
,	Fw	,
Monsieur	Nc	MONSIEUR
renouvellera	Vvc	RENOUVELER
d’amour	Nc	d’amour
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Mais	Cc	MAIS
veillai	Vvc	VEILLER
-je	Nc	-je
?	Fs	?
N’est	Nc	N’est
-ce	Vvc	-ce
point	Rg	POINT
un	Dn	UN
songe	Nc	SONGE
?	Fs	?
Suis	Vuc	ÊTRE
-je	Ge	-je
bien	Rg	BIEN
moi-même	Pp	LUI-MÊME
?	Fs	?
Est-il	Nc	Est-il
possible	Ag	POSSIBLE
que	Pr	QUE
j’aie	Vvc	j’aie
soumis	Ge	SOUMETTRE
un	Dn	UN
petit	Ag	PETIT
cœur	Nc	cœur
fier	Ag	FIER
comme	Cs	COMME
celui	Pd	CELUI
-là	Vvc	-là
?	Fs	?
Il	Pp	IL
ne	Rp	NE
dépend	Vvc	DÉPENDRE
pas	Rg	PAS
de	S	DE
moi	Pp	JE
de	S	DE
ne	Rp	NE
me	Pp	JE
point	Rg	POINT
attacher	Vvn	ATTACHER
à	S	À
vous	Pp	VOUS
,	Fw	,
Madame	Nc	MADAME
;	Fw	;
une	Dn	UN
nécessité	Nc	NÉCESSITÉ
indispensable	Ag	INDISPENSABLE
m’y	Vvc	m’y
réduit	Vvc	RÉDUIRE
.	Fs	.
Mon	Ds	MON
cher	Ag	CHER
Comtin	Nc	Comtin
!	Fs	!
Oh	I	OH
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
de	S	DE
l’étoile	Vvc	l’étoile
dans	S	DANS
mon	Ds	MON
fait	Nc	FAIT
,	Fw	,
et	Cc	ET
la	Da	LE
du	S+Da	DE+LE
Verger	Nc	VERGER
me	Pp	JE
l’a	Vvc	l’a
toujours	Rg	TOUJOURS
dit	Ge	DIRE
.	Fs	.
Lolive	Nc	Lolive
?	Fs	?
Monsieur	Nc	MONSIEUR
?	Fs	?
Voilà	Vvc	Voilà
une	Dn	UN
maîtresse	Nc	MAÎTRE|MAÎTRESSE
folle	Ag	FOU
,	Fw	,
dont	Pr	DONT
je	Pp	JE
suis	Vuc	ÊTRE
déjà	Rg	DÉJÀ
bien	Rg	BIEN
fatigué	Ge	FATIGUER
.	Fs	.
Que	Pt	QUE
dites	Vvc	DIRE
-vous	Nc	-vous
,	Fw	,
aimable	Ag	AIMABLE
Comtin	Nc	Comtin
?	Fs	?
Je	Pp	JE
dis	Vvc	DIRE
,	Fw	,
Madame	Nc	MADAME
...	Fs	...
Il	Vvc	Il
dit	Ge	DIRE
que	Cs	QUE
le	Da	LE
voyage	Nc	VOYAGE
l’a	Vvc	l’a
bien	Rg	BIEN
fatigué	Ge	FATIGUER
.	Fs	.
Cela	Pd	CELA
est	Vuc	ÊTRE
vrai	Ag	VRAI
,	Fw	,
le	Da	LE
voilà	S	VOILÀ
tout	Pi	TOUT
je	Pp	JE
ne	Rp	NE
sais	Vvc	SAVOIR
comment	Pt	COMMENT
,	Fw	,
il	Pp	IL
a	Vuc	AVOIR
l’air	Nc	l’air
abattu	Ge	ABATTRE
.	Fs	.
Oh	I	OH
cela	Pd	CELA
se	Pp	IL
remettra	Vvc	REMETTRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
cela	Pd	CELA
se	Pp	IL
remettra	Vvc	REMETTRE
.	Fs	.
Oh	I	OH
que	Rg	QUE
oui	Ge	OUÏR
.	Fs	.
Je	Pp	JE
m’en	Nc	m’en
vais	Vvc	ALLER
lui	Pp	IL
faire	Vvn	FAIRE
prendre	Vvn	PRENDRE
de	S	DE
bons	Ag	BON
consommés	Nc	CONSOMMÉ
,	Fw	,
de	S	DE
bons	Ag	BON
potages	Nc	POTAGE
,	Fw	,
et	Cc	ET
j’ai	Vvc	j’ai
déjà	Rg	DÉJÀ
dit	Ge	DIRE
qu’on	Nc	qu’on
lui	Pp	IL
fît	Vvc	FAIRE
de	S	DE
la	Da	LE
ptisanne	Nc	ptisanne
;	Fw	;
de	S	DE
la	Da	LE
ptisanne	Nc	ptisanne
,	Fw	,
Comtin	Nc	Comtin
.	Fs	.
De	S	DE
la	Da	LE
ptisanne	Nc	ptisanne
à	S	À
moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Oui	Rg	OUI
,	Fw	,
Comtin	Nc	Comtin
,	Fw	,
pour	S	POUR
vous	Pp	VOUS
rafraîchir	Vvn	RAFRAÎCHIR
.	Fs	.
Laissez	Vvc	LAISSER
-moi	Vvc	-moi
gouverner	Vvn	GOUVERNER
votre	Ds	VOTRE
santé	Nc	SANTÉ
,	Fw	,
vous	Pp	VOUS
savez	Vvc	SAVOIR
combien	Rg	COMBIEN
je	Pp	JE
m’y	Vvc	m’y
intéresse	Vvc	INTÉRESSER
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
suis	Vuc	ÊTRE
bien	Rg	BIEN
redevable	Nc	REDEVABLE
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Maugrebleu	Vvc	Maugrebleu
de	S	DE
l’extravagante	Ga	l’extravagante
,	Fw	,
avec	S	AVEC
sa	Ds	SON
ptisanne	Nc	ptisanne
.	Fs	.
Pour	S	POUR
moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
comme	Cs	COMME
ma	Ds	MON
santé	Nc	SANTÉ
ne	Rp	NE
vous	Pp	VOUS
est	Vuc	ÊTRE
pas	Rg	PAS
si	Rg	SI
chère	Ag	CHER
,	Fw	,
il	Pp	IL
me	Pp	JE
faudra	Vvc	FAILLIR|FALLOIR
du	S+Da	DE+LE
vin	Nc	VIN
,	Fw	,
s’il	Nc	s’il
vous	Pp	VOUS
plaît	Vvc	PLAIRE
,	Fw	,
et	Cc	ET
en	S	EN
quantité	Nc	QUANTITÉ
,	Fw	,
pour	S	POUR
me	Pp	JE
rafraîchir	Vvn	RAFRAÎCHIR
.	Fs	.
Tu	Pp	TU
ne	Rp	NE
manqueras	Vvc	MANQUER
de	S	DE
rien	Pi	RIEN
,	Fw	,
ne	Rp	NE
te	Pp	TU
mets	Vvc	METTRE
pas	Rg	PAS
en	S	EN
peine	Nc	PEINE
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
vela	Vvc	VÊLER
les	Da	LE
filles	Nc	FILLE
et	Cc	ET
les	Da	LE
garçons	Nc	GARÇON
du	S+Da	DE+LE
Village	Nc	VILLAGE
,	Fw	,
avec	S	AVEC
les	Da	LE
ménétriers	Nc	MÉNÉTRIER
qui	Pr	QUI
s’assemblont	Vvc	s’assemblont
sous	S	SOUS
l’Orme	Nc	l’Orme
,	Fw	,
et	Cc	ET
qui	Pr	QUI
s’en	Nc	s’en
allont	Vvc	allont
faire	Vvn	FAIRE
un	Dn	UN
petit	Ag	PETIT
essaiement	Nc	essaiement
de	S	DE
cette	Dd	CE
petite	Ag	PETIT
sottise	Nc	SOTTISE
que	Pr	QUE
vous	Pp	VOUS
m’avez	Vvc	m’avez
dit	Ge	DIRE
de	S	DE
faire	Vvn	FAIRE
.	Fs	.
Hé	Vvc	Hé
parguenne	Nc	parguenne
,	Fw	,
venez	Vvc	VENIR
-vous	Nc	-vous
-en	Vvc	-en
voir	Vvn	VOIR
ça	Pd	ÇA|CELA
.	Fs	.
Non	Rg	NON
,	Fw	,
qu’ils	Nc	qu’ils
viennent	Vvc	VENIR
ici	Rg	ICI
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Da	LE
Magister	Nc	MAGISTER
.	Fs	.
Ici	Rg	ICI
,	Fw	,
soit	Vuc	ÊTRE
.	Fs	.
Je	Pp	JE
m’en	Nc	m’en
vas	Vvc	ALLER
vous	Pp	VOUS
les	Pp	ILS
amener	Vvn	AMENER
.	Fs	.
Ça	Nc	Ça
ne	Rp	NE
sera	Vuc	ÊTRE
peut-être	Rg	PEUT-ÊTRE
pas	Rg	PAS
bian	Nc	BIAN
drès	Nc	drès
l’abord	Nc	l’abord
,	Fw	,
mais	Cc	MAIS
je	Pp	JE
tâcherons	Vvc	TÂCHER
de	S	DE
mieux	Rg	MIEUX
faire	Vvn	FAIRE
dans	S	DANS
la	Da	LE
suite	Nc	SUITE
.	Fs	.
Qu’on	Nc	Qu’on
nous	Pp	NOUS
apporte	Vvc	APPORTER
ici	Rg	ICI
des	Dn	UN
sièges	Nc	SIÈGE
.	Fs	.
Allons	Vvc	ALLER
,	Fw	,
mon	Ds	MON
cher	Ag	CHER
Comtin	Nc	Comtin
,	Fw	,
prenez	Vvc	PRENDRE
place	Nc	PLACE|PLACÉ
.	Fs	.
Comment	Rt	COMMENT
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
qu’est	Nc	qu’est
-ce	Vvc	-ce
que	Rg	QUE
c’est	Ag	c’est
que	Cs	QUE
ceci	Pd	CECI
?	Fs	?
C’est	Nc	C’est
une	Dn	UN
petite	Ag	PETIT
Fête	Nc	Fête
galante	Ag	GALANT
dont	Pr	DONT
je	Pp	JE
veux	Vvc	VOULOIR
régaler	Vvn	RÉGALER
votre	Ds	VOTRE
arrivée	Nc	ARRIVÉ|ARRIVÉE
,	Fw	,
un	Dn	UN
Divertissement	Nc	DIVERTISSEMENT
de	S	DE
Village	Nc	VILLAGE
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
ai	Vuc	AVOIR
fait	Ge	FAIRE
préparer	Vvn	PRÉPARER
Pour	Nc	POUR
moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Pour	S	POUR
vous	Pp	VOUS
,	Fw	,
pour	S	POUR
moi	Pp	JE
,	Fw	,
pour	S	POUR
tous	Di	TOUT
tant	Rg	TANT
que	Cs	QUE
nous	Pp	NOUS
sommes	Vuc	ÊTRE
icI	Ge	icI
.	Fs	.
La	Da	LE
fin	Nc	FIN
du	S+Da	DE+LE
siècle	Nc	SIÈCLE
m’est	Nc	m’est
heureuse	Ag	HEUREUX
,	Fw	,
je	Pp	JE
me	Pp	JE
fais	Vvc	FAIRE
un	Dn	UN
plaisir	Nc	PLAISIR
de	S	DE
la	Pp	IL
célébrer	Vvn	CÉLÉBRER
.	Fs	.
Cela	Pd	CELA
est	Vuc	ÊTRE
d’une	Nc	d’une
belle	Ag	BEAU
âme	Nc	ÂME
assurément	Rg	ASSURÉMENT
;	Fw	;
et	Cc	ET
pendant	S	PENDANT
que	Cs	QUE
vous	Pp	VOUS
donnerez	Vvc	DONNER
vos	Ds	VOTRE
soins	Nc	SOIN
aux	S+Da	À+LES
préparatifs	Nc	PRÉPARATIF
de	S	DE
votre	Ds	VOTRE
Fête	Nc	Fête
,	Fw	,
permettez	Vvc	PERMETTRE
-moi	Vvc	-moi
d’aller	Nc	d’aller
aussi	Rg	AUSSI
donner	Vvn	DONNER
les	Da	LE
miens	Ps	MIEN
à	S	À
une	Dn	UN
petite	Ag	PETIT
affaire	Nc	AFFAIRE|AFFAIRÉ
qui	Pr	QUI
m’in	Nc	m’in
quiète	Vvc	quiète
,	Fw	,
et	Cc	ET
qui	Pr	QUI
ne	Rp	NE
me	Pp	JE
laisse	Vvc	LAISSER
pas	Rg	PAS
l’esprit	Vvc	l’esprit
dans	S	DANS
une	Dn	UN
entière	Ag	ENTIER
liberté	Nc	LIBERTÉ
.	Fs	.
Allez	Vvc	ALLER
donc	Rg	DONC
,	Fw	,
Comtin	Nc	Comtin
:	Fw	:
mais	Cc	MAIS
ne	Rp	NE
tardez	Vvc	TARDER
pas	Rg	PAS
à	S	À
revenir	Vvn	REVENIR
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
prie	Vvc	PRIER
.	Fs	.
Non	Rg	NON
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Suis	Vuc	ÊTRE
-moi	Vvc	-moi
,	Fw	,
Lolive	Vvc	Lolive
.	Fs	.
Adieu	Nc	ADIEU
,	Fw	,
Comtin	Nc	Comtin
.	Fs	.
Adieu	Nc	ADIEU
,	Fw	,
Comtine	Vvc	Comtine
.	Fs	.
Le	Da	LE
joli	Nc	JOLI
petit	Ag	PETIT
homme	Nc	HOMME
!	Fs	!
Il	Pp	IL
est	Vuc	ÊTRE
fait	Ge	FAIRE
pour	S	POUR
moi	Pp	JE
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
faite	Ge	FAIRE
pour	S	POUR
lui	Pp	IL
:	Fw	:
c’est	Ag	c’est
l’amour	Nc	l’amour
assurément	Rg	ASSURÉMENT
qui	Pr	QUI
nous	Pp	NOUS
a	Vuc	AVOIR
tous	Di	TOUT
deux	Nc	DEUX
faits	Ge	FAIRE
l’un	Vvc	l’un
pour	S	POUR
l’autre	Nc	l’autre
.	Fs	.
Ma	Ds	MON
chère	Ag	CHER
sœur	Nc	sœur
,	Fw	,
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
embrasse	Vvc	EMBRASSER
,	Fw	,
je	Pp	JE
n’ai	Vvc	n’ai
plus	Rg	PLUS
de	S	DE
chagrin	Ag	CHAGRIN
,	Fw	,
plus	Rg	PLUS
de	S	DE
rancune	Nc	RANCUNE
contre	S	CONTRE
vous	Pp	VOUS
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
félicite	Vvc	FÉLICITER
de	S	DE
devenir	Vvn	DEVENIR
Comtesse	Nc	COMTE|COMTESSE
,	Fw	,
félicitez	Nc	FÉLICITÉ
-moi	Vvc	-moi
d’être	Nc	d’être
Baronne	Vvc	BARONNER
.	Fs	.
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
Baronne	Vvc	BARONNER
,	Fw	,
ma	Ds	MON
chère	Ag	CHER
sœur	Nc	sœur
?	Fs	?
Oui	Rg	OUI
,	Fw	,
ma	Ds	MON
chère	Ag	CHER
Comtesse	Nc	COMTE|COMTESSE
,	Fw	,
c’est	Nc	c’est
une	Dn	UN
affaire	Nc	AFFAIRE|AFFAIRÉ
faite	Ge	FAIRE
.	Fs	.
Monsieur	Nc	MONSIEUR
Blandineau	Nc	Blandineau
vend	Vvc	VENDRE
sa	Ds	SON
Charge	Nc	CHARGE|CHARGÉ
,	Fw	,
et	Cc	ET
il	Pp	IL
donne	Vvc	DONNER
quarante	Rg	QUARANTE
mille	Nc	MILLE
francs	Ag	FRANC
de	S	DE
la	Da	LE
Baronnie	Nc	BARONNIE
de	S	DE
Boîtortu	Nc	Boîtortu
;	Fw	;
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
plus	Rg	PLUS
Madame	Nc	MADAME
Blandineau	Nc	Blandineau
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
la	Da	LE
Baronne	Nc	BARON|BARONNE
de	S	DE
Boîtortu	Vvc	Boîtortu
à	S	À
l’heure	Nc	l’heure
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
parle	Vvc	PARLER
.	Fs	.
Mais	Cc	MAIS
cela	Pd	CELA
est	Vuc	ÊTRE
fort	Rg	FORT
joli	Ag	JOLI
,	Fw	,
cela	Pd	CELA
est	Vuc	ÊTRE
fort	Rg	FORT
gracieux	Ag	GRACIEUX
,	Fw	,
ma	Ds	MON
sœur	Nc	sœur
.	Fs	.
Ma	Ds	MON
sœur	Nc	sœur
la	Pp	IL
Baronne	Vvc	BARONNER
,	Fw	,
votre	Ds	VOTRE
sœur	Nc	sœur
la	Da	LE
Comtesse	Nc	COMTE|COMTESSE
en	Pp	EN
est	Vuc	ÊTRE
ravie	Ge	RAVIR
,	Fw	,
et	Cc	ET
voilà	S	VOILÀ
notre	Ds	NOTRE
famille	Nc	FAMILLE
fort	Rg	FORT
illustrée	Ge	ILLUSTRER
au	S+Da	À+LE
moins	Nc	MOINS
.	Fs	.
Notre	Ds	NOTRE
cousine	Nc	COUSIN
l’Élue	Ag	l’Élue
mourra	Vvc	MOURIR
de	S	DE
chagrin	Ag	CHAGRIN
,	Fw	,
Madame	Nc	MADAME
la	Da	LE
Substitue	Nc	SUBSTITUÉ
s’en	Ag	s’en
pendra	Vvc	PENDRE
,	Fw	,
nous	Pp	NOUS
aurons	Vuc	AVOIR
ce	Dd	CE
soir	Nc	SOIR
à	S	À
notre	Ds	NOTRE
souper	Nc	SOUPER
des	S+Da	DE+LE|DE+LES
visages	Nc	VISAGE
bien	Rg	BIEN
tristes	Ag	TRISTE
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
tenir	Vvn	TENIR
son	Ds	SON
rang	Nc	RANG
,	Fw	,
s’il	Nc	s’il
vous	Pp	VOUS
plaît	Vvc	PLAIRE
,	Fw	,
Madame	Nc	MADAME
la	Pp	IL
Baronne	Vvc	BARONNER
.	Fs	.
Aujourd’hui	Rg	Aujourd’hui
fait	Ge	FAIRE
,	Fw	,
plus	Rg	PLUS
de	S	DE
familiarité	Nc	FAMILIARITÉ
avec	S	AVEC
cette	Dd	CE
bourgeoisie	Nc	BOURGEOISIE
-là	Vvc	-là
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
demande	Vvc	DEMANDER
en	S	EN
grâce	Nc	GRÂCE
.	Fs	.
Oh	I	OH
voilà	S	VOILÀ
qui	Pr	QUI
est	Vuc	ÊTRE
fini	Ge	FINIR
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
l’accorde	Vvc	l’accorde
,	Fw	,
Madame	Nc	MADAME
la	Da	LE
Comtesse	Nc	COMTE|COMTESSE
.	Fs	.
Monsieur	Nc	MONSIEUR
Naquart	Nc	Naquart
épouse	Vvc	ÉPOUSER
Angélique	Ag	Angélique
,	Fw	,
si	Cs	SI
nous	Pp	NOUS
pouvions	Vvc	POUVOIR
aussi	Rg	AUSSI
le	Da	LE
faire	Vvn	FAIRE
quitter	Vvn	QUITTER
:	Fw	:
c’est	Nc	c’est
un	Dn	UN
fort	Rg	FORT
bon	Ag	BON
homme	Nc	HOMME
,	Fw	,
et	Cc	ET
qui	Pr	QUI
mérite	Vvc	MÉRITER
assez	Rg	ASSEZ
de	S	DE
devenir	Vvn	DEVENIR
de	S	DE
qualité	Nc	QUALITÉ
.	Fs	.
Il	Pp	IL
en	Pp	EN
sera	Vuc	ÊTRE
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
en	Pp	EN
réponds	Vvc	RÉPONDRE
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
en	S	EN
marché	Nc	MARCHÉ
d’un	Ag	d’un
marquisat	Nc	MARQUISAT
,	Fw	,
lui	Pp	IL
.	Fs	.
D’un	Nc	D’un
Marquisat	Vvc	Marquisat
,	Fw	,
ma	Ds	MON
sœur	Nc	sœur
!	Fs	!
D’un	Nc	D’un
Marquisat	Vvc	Marquisat
?	Fs	?
Monsieur	Nc	MONSIEUR
Naquart	Nc	Naquart
Marquis	Vvc	Marquis
!	Fs	!
Monsieur	Nc	MONSIEUR
le	Pp	IL
Marquis	Vvc	Marquis
Naquart	Nc	Naquart
,	Fw	,
cela	Pd	CELA
serait	Vuc	ÊTRE
fort	Rg	FORT
plaisant	Ga	PLAIRE
:	Fw	:
mais	Cc	MAIS
ce	Dd	CE
nom	Nc	NOM
-là	Vvc	-là
,	Fw	,
ma	Ds	MON
sœur	Nc	sœur
,	Fw	,
n’est	Nc	n’est
point	Rg	POINT
fait	Ge	FAIRE
pour	S	POUR
avoir	Vun	AVOIR
un	Dn	UN
titre	Nc	TITRE
.	Fs	.
On	Pp	ON
entend	Vvc	ENTENDRE
une	Dn	UN
symphonie	Nc	SYMPHONIE
.	Fs	.
Tout	Di	TOUT
notre	Ds	NOTRE
monde	Nc	MONDE
est	Vuc	ÊTRE
là	Rg	LÀ
,	Fw	,
Madame	Nc	MADAME
;	Fw	;
mais	Cc	MAIS
comme	Cs	COMME
vela	Vvc	VÊLER
Monsieu	Nc	Monsieu
le	Da	LE
Tabellion	Nc	TABELLION
qui	Pr	QUI
viant	Ga	viant
avec	S	AVEC
une	Dn	UN
grosse	Ag	GROS
compagnie	Nc	COMPAGNIE
vous	Pp	VOUS
apporter	Vvn	APPORTER
à	S	À
signer	Vvn	SIGNER
queuque	Vvc	queuque
chose	Nc	CHOSE
;	Fw	;
afin	S	AFIN
de	Dn	UN
n’être	Nc	n’être
pas	Rg	PAS
interrompus	Ge	INTERROMPRE
,	Fw	,
et	Cc	ET
de	S	DE
pas	Rg	PAS
interrompre	Vvn	INTERROMPRE
,	Fw	,
j’attendrons	Vvc	j’attendrons
que	Cs	QUE
cela	Pd	CELA
soit	Vuc	ÊTRE
fait	Ge	FAIRE
,	Fw	,
si	Rg	SI
bon	Ag	BON
vous	Pp	VOUS
semble	Vvc	SEMBLER
.	Fs	.
Cela	Pd	CELA
ne	Rp	NE
tardera	Vvc	TARDER
pas	Rg	PAS
à	S	À
l’être	Nc	l’être
,	Fw	,
dépêchons	Vvc	DÉPÊCHER
.	Fs	.
Cela	Pd	CELA
est-il	Ag	est-il
comme	Cs	COMME
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
,	Fw	,
Monsieur	Ag	Monsieur
Naquart	Nc	Naquart
?	Fs	?
J’ai	Vvc	J’ai
fait	Ge	FAIRE
pour	S	POUR
vous	Pp	VOUS
comme	Cs	COMME
pour	S	POUR
moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Vous	Pp	VOUS
n’avez	Vvc	n’avez
